application_id,annual_income,cibil_score,foir_ratio,employment_years,loan_amount,loan_to_value,social_category,religion,gender,age,pin_code,approval_probability,approved
APP-01874,550360.0,613.0,0.634,6.8,343299.0,0.709,OBC,Hindu,Male,49.0,500081,0.1635,0
APP-04634,554940.0,828.0,0.244,8.6,847506.0,0.538,OBC,Hindu,Male,27.0,400050,0.9811,1
APP-02851,925367.0,865.0,0.633,8.0,1701749.0,0.787,OBC,Hindu,Male,23.0,302001,0.9753,1
APP-02858,1065115.0,804.0,0.574,18.4,1971548.0,0.705,General,Hindu,Male,28.0,302001,0.9713,1
APP-02132,3000000.0,784.0,0.281,19.6,5783884.0,0.524,OBC,Muslim,Female,45.0,380001,0.835,1
APP-01426,633990.0,773.0,0.308,4.0,1039993.0,0.529,OBC,Hindu,Male,31.0,110004,0.7716,1
APP-03300,1078715.0,741.0,0.381,9.1,1852183.0,0.534,General,Hindu,Female,48.0,380001,0.8833,1
APP-02606,638428.0,676.0,0.487,15.4,613460.0,0.79,OBC,Other,Male,42.0,411001,0.602,1
APP-02147,624165.0,681.0,0.402,12.0,246841.0,0.415,OBC,Hindu,Male,21.0,110003,0.642,1
APP-01024,1360793.0,756.0,0.37,4.9,2585111.0,0.444,General,Hindu,Female,44.0,600001,0.9051,1
APP-03251,1776577.0,744.0,0.382,10.8,1819394.0,0.617,OBC,Hindu,Female,32.0,400050,0.9066,1
APP-03048,1298775.0,779.0,0.341,2.3,2039483.0,0.83,SC,Other,Male,38.0,110001,0.6707,1
APP-02585,1258738.0,673.0,0.411,1.6,1775028.0,0.605,General,Sikh,Female,33.0,302001,0.7462,1
APP-02576,1210019.0,722.0,0.261,5.4,388681.0,0.811,General,Muslim,Female,33.0,560103,0.7736,0
APP-04430,473759.0,595.0,0.537,3.2,829285.0,0.659,OBC,Hindu,Male,36.0,380015,0.1267,0
APP-00810,1114734.0,813.0,0.636,15.6,1577525.0,0.672,OBC,Hindu,Female,44.0,110001,0.7404,0
APP-04632,457232.0,760.0,0.544,15.8,811708.0,0.443,OBC,Hindu,Female,39.0,700091,0.8102,1
APP-00979,492421.0,601.0,0.562,7.9,524295.0,0.714,General,Hindu,Female,25.0,411001,0.1372,1
APP-01963,873326.0,668.0,0.58,4.6,1309917.0,0.655,SC,Hindu,Female,35.0,110001,0.3645,0
APP-03879,521570.0,678.0,0.423,6.7,485044.0,0.477,OBC,Hindu,Male,40.0,600042,0.6382,0
APP-03306,1294312.0,773.0,0.518,9.8,1802174.0,0.494,OBC,Muslim,Female,31.0,700091,0.8115,1
APP-02482,643638.0,698.0,0.282,3.2,566932.0,0.856,OBC,Hindu,Male,37.0,700001,0.7065,1
APP-01393,762404.0,676.0,0.549,10.0,1026073.0,0.428,OBC,Hindu,Female,27.0,110004,0.5449,0
APP-04060,951982.0,668.0,0.207,26.8,1824801.0,0.62,SC,Hindu,Female,52.0,380001,0.7319,0
APP-01955,1113659.0,818.0,0.289,11.4,622450.0,0.748,SC,Muslim,Female,32.0,302001,0.7028,0
APP-01785,1410410.0,683.0,0.313,11.1,2118561.0,0.598,ST,Sikh,Female,40.0,110002,0.5973,0
APP-02064,1209061.0,861.0,0.202,7.8,584190.0,0.776,SC,Christian,Male,46.0,380001,0.8462,1
APP-00175,527836.0,760.0,0.424,9.0,293815.0,0.852,SC,Hindu,Female,34.0,560103,0.6466,1
APP-01539,628052.0,741.0,0.634,9.8,785779.0,0.557,OBC,Hindu,Male,30.0,500001,0.7868,1
APP-01942,1048555.0,603.0,0.434,2.6,418071.0,0.633,General,Hindu,Male,29.0,600001,0.4403,0
APP-01873,734844.0,709.0,0.276,2.2,631838.0,0.422,SC,Hindu,Female,27.0,400050,0.6995,1
APP-04893,576334.0,761.0,0.266,4.9,449804.0,0.415,OBC,Hindu,Male,26.0,110002,0.7721,0
APP-00218,1951697.0,622.0,0.21,6.4,3894236.0,0.413,General,Hindu,Female,29.0,411001,0.8456,1
APP-04321,699123.0,701.0,0.449,7.2,544285.0,0.832,OBC,Hindu,Male,33.0,380001,0.674,0
APP-03708,1347799.0,668.0,0.51,14.1,2046157.0,0.591,General,Hindu,Female,21.0,302001,0.7764,1
APP-00691,1170041.0,668.0,0.603,4.8,940940.0,0.535,General,Hindu,Male,40.0,500001,0.6984,1
APP-02608,906423.0,637.0,0.495,7.2,1601097.0,0.575,General,Hindu,Male,34.0,110001,0.4626,1
APP-04338,790207.0,667.0,0.243,3.8,603560.0,0.659,General,Hindu,Male,50.0,600042,0.7542,0
APP-02230,1148716.0,713.0,0.205,4.3,1903847.0,0.871,ST,Hindu,Female,44.0,400001,0.7175,1
APP-01107,507678.0,768.0,0.425,3.8,707230.0,0.856,General,Muslim,Male,33.0,700091,0.718,1
APP-01659,1456299.0,766.0,0.365,7.8,498542.0,0.638,General,Hindu,Female,36.0,600042,0.9067,1
APP-01879,2039418.0,878.0,0.364,13.0,1254806.0,0.53,General,Hindu,Male,53.0,110005,0.8189,1
APP-01514,400000.0,707.0,0.236,17.6,785236.0,0.642,OBC,Hindu,Female,25.0,560103,0.7516,1
APP-00612,1124837.0,723.0,0.463,13.5,1849105.0,0.774,SC,Muslim,Female,33.0,411001,0.6375,0
APP-04340,882553.0,530.0,0.327,5.7,485380.0,0.819,ST,Hindu,Female,48.0,302001,0.1216,1
APP-03699,588003.0,609.0,0.599,4.7,240957.0,0.578,General,Hindu,Female,33.0,411045,0.1926,0
APP-00577,1950514.0,728.0,0.215,6.1,940564.0,0.513,SC,Hindu,Female,37.0,110003,0.637,1
APP-04125,1452699.0,648.0,0.48,13.9,2615907.0,0.467,SC,Hindu,Male,40.0,560103,0.7162,0
APP-04986,1456299.0,766.0,0.365,7.8,498542.0,0.638,General,Hindu,Female,36.0,600042,0.9067,0
APP-01181,516725.0,731.0,0.228,7.1,801291.0,0.681,OBC,Hindu,Female,40.0,560103,0.7978,1
APP-00889,400000.0,745.0,0.287,7.3,427626.0,0.597,ST,Hindu,Female,25.0,110001,0.543,0
APP-03117,716501.0,694.0,0.458,5.9,770657.0,0.614,OBC,Hindu,Male,39.0,380015,0.7204,1
APP-02119,1113545.0,697.0,0.285,16.0,1086930.0,0.784,ST,Hindu,Male,50.0,110002,0.6343,1
APP-03862,1429117.0,632.0,0.225,15.8,543601.0,0.474,General,Muslim,Female,44.0,110003,0.6202,1
APP-00818,1129813.0,725.0,0.584,6.6,754912.0,0.792,SC,Hindu,Female,26.0,110005,0.5302,1
APP-03265,782524.0,721.0,0.463,5.9,1001825.0,0.799,General,Hindu,Male,42.0,380001,0.7729,1
APP-04674,1078702.0,763.0,0.201,1.0,366031.0,0.438,OBC,Muslim,Male,28.0,110001,0.7213,1
APP-00209,644632.0,718.0,0.428,3.7,1010352.0,0.664,OBC,Hindu,Male,52.0,110001,0.6222,1
APP-00294,400000.0,754.0,0.231,6.4,357416.0,0.511,General,Hindu,Female,41.0,500081,0.8289,1
APP-01120,609989.0,707.0,0.279,20.5,385503.0,0.799,General,Hindu,Male,43.0,411001,0.8541,1
APP-03712,1396681.0,688.0,0.621,2.7,991217.0,0.518,General,Muslim,Male,47.0,110003,0.5874,1
APP-01593,916751.0,822.0,0.484,11.5,861896.0,0.766,General,Muslim,Male,27.0,110004,0.717,1
APP-01265,975525.0,826.0,0.604,18.3,822510.0,0.833,General,Hindu,Female,53.0,411001,0.9018,0
APP-00991,1545392.0,743.0,0.23,13.4,1780433.0,0.622,SC,Hindu,Female,33.0,411001,0.7765,1
APP-04326,801527.0,713.0,0.479,7.0,877565.0,0.557,OBC,Hindu,Female,35.0,400001,0.7662,1
APP-04235,1849032.0,604.0,0.379,14.3,2632016.0,0.773,OBC,Christian,Female,28.0,302001,0.6837,1
APP-00354,1502127.0,837.0,0.377,3.7,1063271.0,0.628,General,Other,Male,42.0,400050,0.99,1
APP-04131,1662943.0,751.0,0.407,4.8,3189490.0,0.451,SC,Hindu,Male,29.0,302001,0.8288,1
APP-02417,689016.0,753.0,0.508,6.9,560675.0,0.787,ST,Hindu,Male,38.0,110001,0.5738,1
APP-03668,576787.0,752.0,0.574,9.5,659805.0,0.5,SC,Hindu,Female,21.0,500001,0.6645,1
APP-03732,1420026.0,667.0,0.431,5.8,850090.0,0.474,SC,Hindu,Male,29.0,110001,0.5991,0
APP-03037,1072032.0,754.0,0.406,20.3,512639.0,0.867,OBC,Hindu,Male,23.0,110004,0.7787,1
APP-01229,1322826.0,787.0,0.493,6.6,797002.0,0.434,General,Hindu,Male,23.0,560001,0.9784,1
APP-00260,502858.0,696.0,0.289,2.6,516254.0,0.415,General,Christian,Male,40.0,500081,0.7719,1
APP-01504,1179564.0,839.0,0.439,8.6,1344249.0,0.7,OBC,Hindu,Male,54.0,110003,0.8097,1
APP-04521,589711.0,558.0,0.497,3.2,730714.0,0.594,ST,Hindu,Male,31.0,700091,0.0982,0
APP-04730,849326.0,685.0,0.307,3.5,1499496.0,0.693,OBC,Hindu,Female,36.0,400050,0.7279,1
APP-02544,1482517.0,746.0,0.625,11.0,1286268.0,0.833,SC,Hindu,Male,43.0,560103,0.7701,1
APP-02532,1311403.0,619.0,0.256,10.0,1567328.0,0.89,OBC,Hindu,Female,34.0,400050,0.64,0
APP-00053,482595.0,804.0,0.221,14.1,201946.0,0.695,OBC,Hindu,Male,23.0,110003,0.7911,1
APP-02188,791193.0,723.0,0.39,7.8,1158692.0,0.424,SC,Muslim,Male,30.0,500081,0.6929,1
APP-04101,1326402.0,655.0,0.392,9.7,726604.0,0.831,General,Muslim,Female,32.0,380015,0.6323,1
APP-02529,1718026.0,654.0,0.211,9.9,885702.0,0.515,OBC,Other,Female,35.0,302001,0.8688,1
APP-02400,1342256.0,691.0,0.365,11.8,696228.0,0.658,OBC,Hindu,Female,48.0,411001,0.8443,1
APP-02776,3000000.0,689.0,0.366,18.7,2910555.0,0.751,OBC,Hindu,Male,22.0,302001,0.9724,1
APP-02647,2270902.0,733.0,0.455,7.6,1671677.0,0.824,OBC,Hindu,Female,52.0,400050,0.8896,1
APP-01034,1274534.0,714.0,0.523,9.7,2378670.0,0.485,OBC,Muslim,Non-binary,32.0,560103,0.8219,1
APP-01098,1280535.0,643.0,0.363,1.9,2075314.0,0.481,OBC,Hindu,Female,35.0,110003,0.5949,1
APP-00544,914285.0,774.0,0.376,7.5,1244447.0,0.43,SC,Hindu,Male,40.0,600042,0.8235,1
APP-01047,764272.0,717.0,0.557,1.8,701873.0,0.776,OBC,Muslim,Male,35.0,110002,0.4919,1
APP-01877,1440391.0,634.0,0.517,15.8,2234851.0,0.763,ST,Hindu,Male,29.0,600001,0.5924,1
APP-02623,2156915.0,774.0,0.629,2.4,3631101.0,0.421,OBC,Muslim,Male,28.0,700001,0.8788,1
APP-00031,2917782.0,769.0,0.533,13.0,1039861.0,0.75,General,Hindu,Male,28.0,380015,0.9856,1
APP-00726,2076304.0,727.0,0.2,24.8,2061020.0,0.491,OBC,Hindu,Male,51.0,380015,0.99,1
APP-02848,733146.0,696.0,0.411,7.5,1091167.0,0.585,General,Hindu,Male,39.0,411045,0.7832,1
APP-02089,730028.0,704.0,0.63,19.8,1146178.0,0.743,OBC,Hindu,Female,35.0,110003,0.547,1
APP-03890,695636.0,672.0,0.369,17.5,997479.0,0.738,OBC,Hindu,Male,36.0,110001,0.6034,0
APP-01427,1510157.0,677.0,0.554,7.9,1998414.0,0.643,SC,Muslim,Male,27.0,700001,0.6224,1
APP-02488,1528030.0,773.0,0.342,16.1,1919135.0,0.799,OBC,Hindu,Male,24.0,110004,0.8049,1
APP-00437,765711.0,756.0,0.274,2.6,1097523.0,0.88,OBC,Hindu,Female,30.0,110004,0.6838,0
APP-02461,532748.0,645.0,0.32,12.1,217865.0,0.647,OBC,Hindu,Female,29.0,600042,0.5191,1
APP-00913,1320210.0,860.0,0.56,5.9,1217420.0,0.645,SC,Hindu,Male,40.0,500001,0.8409,1
APP-04214,935627.0,711.0,0.485,13.9,655035.0,0.855,SC,Hindu,Female,41.0,400001,0.6413,0
APP-04156,755897.0,697.0,0.588,6.0,998490.0,0.851,OBC,Hindu,Female,22.0,110004,0.4274,0
APP-04504,1489547.0,720.0,0.575,6.0,2303245.0,0.777,General,Muslim,Male,31.0,500001,0.7785,1
APP-03318,715340.0,690.0,0.366,14.2,570073.0,0.618,OBC,Hindu,Male,53.0,411045,0.8161,1
APP-02410,765017.0,703.0,0.271,3.7,817900.0,0.651,SC,Muslim,Female,41.0,700001,0.5972,1
APP-04579,787761.0,679.0,0.405,20.7,570726.0,0.556,OBC,Muslim,Male,37.0,110002,0.622,1
APP-01239,1362192.0,778.0,0.524,10.1,2261477.0,0.426,General,Hindu,Female,21.0,302001,0.9085,1
APP-00904,2212533.0,706.0,0.503,13.8,813190.0,0.759,OBC,Sikh,Male,44.0,411045,0.941,1
APP-03133,1026255.0,671.0,0.609,1.7,1835545.0,0.775,General,Hindu,Female,25.0,411045,0.4935,1
APP-01927,747099.0,633.0,0.376,9.8,1491035.0,0.624,OBC,Hindu,Female,46.0,400050,0.5323,0
APP-00508,1242894.0,657.0,0.383,10.3,1601403.0,0.687,OBC,Hindu,Male,36.0,500081,0.7988,1
APP-04079,820516.0,701.0,0.597,4.2,690752.0,0.592,General,Muslim,Female,35.0,700001,0.5784,0
APP-00184,1738712.0,723.0,0.315,13.0,997473.0,0.756,OBC,Hindu,Female,34.0,110004,0.7353,1
APP-03439,867578.0,787.0,0.624,4.4,1287361.0,0.85,ST,Hindu,Female,21.0,500001,0.6896,1
APP-03339,583052.0,861.0,0.291,19.3,624310.0,0.867,OBC,Sikh,Female,39.0,302001,0.9177,1
APP-00322,909077.0,649.0,0.277,7.3,1444514.0,0.66,OBC,Hindu,Female,32.0,302001,0.6855,0
APP-02597,1856962.0,702.0,0.494,9.8,3155637.0,0.507,SC,Hindu,Female,53.0,600042,0.7432,1
APP-03393,671770.0,720.0,0.413,14.0,1129307.0,0.657,General,Hindu,Male,31.0,380001,0.8478,1
APP-01744,518974.0,605.0,0.65,1.8,204062.0,0.572,SC,Hindu,Female,29.0,400001,0.1054,1
APP-02371,576759.0,813.0,0.358,1.8,222797.0,0.822,OBC,Hindu,Male,30.0,560001,0.9298,0
APP-02922,1118675.0,773.0,0.576,4.1,985381.0,0.512,OBC,Hindu,Female,42.0,110004,0.7188,1
APP-01823,1842023.0,701.0,0.65,2.4,598634.0,0.771,OBC,Hindu,Female,36.0,400050,0.7539,1
APP-04066,1230770.0,696.0,0.579,9.1,658790.0,0.771,SC,Hindu,Male,37.0,411001,0.6611,0
APP-04429,909944.0,824.0,0.642,2.4,788292.0,0.791,OBC,Hindu,Female,40.0,411045,0.8681,0
APP-01147,1266863.0,769.0,0.476,2.3,1199644.0,0.816,OBC,Hindu,Female,38.0,110004,0.7104,1
APP-04217,1830813.0,606.0,0.357,8.1,3077906.0,0.542,OBC,Hindu,Male,44.0,600042,0.7827,0
APP-00045,1060078.0,678.0,0.362,2.0,1375840.0,0.782,SC,Hindu,Female,24.0,411001,0.5915,1
APP-01742,2093206.0,794.0,0.489,6.1,2477064.0,0.777,OBC,Hindu,Female,45.0,380015,0.9133,0
APP-02005,495397.0,628.0,0.442,0.8,730719.0,0.631,SC,Hindu,Female,21.0,600042,0.2125,1
APP-01808,999718.0,662.0,0.359,9.4,468858.0,0.85,OBC,Muslim,Female,28.0,600042,0.5936,1
APP-01379,1156752.0,796.0,0.345,9.6,1364510.0,0.57,General,Hindu,Female,50.0,560001,0.9152,1
APP-02469,1392323.0,795.0,0.451,8.8,1325582.0,0.562,OBC,Hindu,Male,39.0,700001,0.9825,0
APP-03001,1867333.0,630.0,0.369,12.8,2655540.0,0.476,General,Hindu,Female,33.0,400001,0.821,1
APP-00414,1454580.0,648.0,0.62,5.2,549798.0,0.605,OBC,Hindu,Female,56.0,400001,0.6079,1
APP-02940,687040.0,880.0,0.432,20.6,1027714.0,0.832,SC,Hindu,Female,40.0,302001,0.7824,1
APP-01408,1385241.0,597.0,0.257,2.6,467732.0,0.61,OBC,Hindu,Male,47.0,600001,0.6627,1
APP-02276,400000.0,687.0,0.296,21.4,602106.0,0.72,ST,Hindu,Female,21.0,110004,0.4597,0
APP-00802,581672.0,595.0,0.573,5.3,662851.0,0.464,General,Muslim,Female,37.0,110005,0.1466,1
APP-01289,2723056.0,704.0,0.256,12.2,3810929.0,0.545,General,Hindu,Female,28.0,411001,0.9156,1
APP-02174,544274.0,720.0,0.296,18.4,418134.0,0.493,OBC,Hindu,Female,51.0,380015,0.8411,1
APP-02433,601002.0,675.0,0.434,4.2,1095061.0,0.526,OBC,Hindu,Male,38.0,500001,0.6229,1
APP-01534,558548.0,700.0,0.512,1.0,856585.0,0.656,General,Muslim,Female,41.0,560103,0.4682,0
APP-03897,504564.0,730.0,0.423,5.0,988921.0,0.556,General,Muslim,Male,36.0,700091,0.7013,1
APP-00257,1242820.0,644.0,0.414,5.7,1806003.0,0.617,SC,Hindu,Male,38.0,400001,0.6186,1
APP-01778,1111081.0,619.0,0.302,5.7,1017764.0,0.706,General,Hindu,Male,33.0,600042,0.6353,0
APP-01673,1069896.0,647.0,0.358,1.9,928559.0,0.878,General,Hindu,Male,42.0,411001,0.5917,0
APP-01152,1618223.0,723.0,0.432,29.1,2744619.0,0.885,SC,Muslim,Female,36.0,400001,0.6842,1
APP-02293,1824581.0,600.0,0.281,9.5,1357658.0,0.732,OBC,Hindu,Female,35.0,302001,0.7018,1
APP-00648,420910.0,381.0,0.486,12.5,512704.0,0.899,SC,Muslim,Male,26.0,380001,0.01,0
APP-03350,632216.0,775.0,0.32,13.8,649308.0,0.57,OBC,Hindu,Female,57.0,700001,0.8892,1
APP-04981,400000.0,687.0,0.233,6.3,200000.0,0.848,General,Hindu,Male,26.0,400050,0.5643,0
APP-02987,1111008.0,696.0,0.409,4.4,886048.0,0.562,ST,Hindu,Female,22.0,380015,0.6814,1
APP-03755,892516.0,691.0,0.627,7.9,431510.0,0.586,OBC,Hindu,Male,27.0,500081,0.6922,1
APP-01316,2504560.0,570.0,0.338,7.6,4103791.0,0.481,SC,Hindu,Female,38.0,110005,0.5029,0
APP-03608,2083483.0,656.0,0.547,6.6,3758368.0,0.555,OBC,Hindu,Female,36.0,400001,0.7864,1
APP-04238,1119692.0,807.0,0.51,17.9,1161546.0,0.891,General,Hindu,Female,36.0,560001,0.9028,1
APP-04673,1321952.0,765.0,0.398,9.9,398930.0,0.441,General,Muslim,Male,21.0,500001,0.8809,1
APP-02101,1136927.0,802.0,0.495,6.7,1650641.0,0.459,OBC,Muslim,Female,37.0,411045,0.8189,1
APP-01351,881226.0,818.0,0.363,5.0,364264.0,0.402,ST,Hindu,Female,57.0,380001,0.7786,0
APP-03957,683907.0,587.0,0.323,11.8,500777.0,0.546,OBC,Hindu,Male,34.0,110005,0.35,0
APP-00113,742988.0,609.0,0.429,4.0,1302661.0,0.635,OBC,Hindu,Male,32.0,700001,0.3593,0
APP-03122,1097195.0,698.0,0.333,8.3,682532.0,0.631,ST,Hindu,Male,29.0,500081,0.7593,1
APP-00264,757552.0,772.0,0.279,1.0,1229521.0,0.424,ST,Hindu,Male,44.0,700001,0.816,1
APP-01394,1259993.0,719.0,0.298,5.8,2084604.0,0.411,OBC,Sikh,Male,45.0,600001,0.9579,1
APP-01861,1387924.0,843.0,0.615,2.5,2142399.0,0.441,General,Hindu,Female,24.0,411045,0.9181,1
APP-01187,853765.0,760.0,0.492,22.8,527410.0,0.732,OBC,Hindu,Male,46.0,380015,0.9413,1
APP-02343,400000.0,820.0,0.331,3.0,403448.0,0.546,SC,Hindu,Female,36.0,500001,0.745,0
APP-00057,871472.0,763.0,0.556,21.1,272133.0,0.52,General,Hindu,Female,48.0,500081,0.8846,1
APP-01310,840497.0,646.0,0.476,6.3,1013701.0,0.835,OBC,Hindu,Male,28.0,700091,0.4667,1
APP-00696,676239.0,672.0,0.227,13.1,568850.0,0.596,OBC,Hindu,Male,31.0,411045,0.82,1
APP-02093,1068159.0,683.0,0.446,4.2,1787906.0,0.81,OBC,Hindu,Male,46.0,302001,0.7234,1
APP-03334,819762.0,649.0,0.248,29.6,875598.0,0.818,General,Hindu,Female,36.0,600001,0.7707,0
APP-01771,797964.0,762.0,0.314,15.3,1092283.0,0.657,SC,Muslim,Male,24.0,700001,0.7325,1
APP-01721,1688191.0,651.0,0.643,4.3,2452074.0,0.463,SC,Hindu,Female,44.0,380015,0.587,1
APP-03906,3000000.0,845.0,0.438,15.1,1662917.0,0.738,SC,Hindu,Female,21.0,110005,0.6467,1
APP-02278,2567916.0,656.0,0.297,6.7,2515547.0,0.417,OBC,Muslim,Female,35.0,411001,0.7997,1
APP-00683,1869858.0,690.0,0.305,1.5,1316501.0,0.751,SC,Hindu,Female,32.0,500001,0.7235,1
APP-02306,781445.0,751.0,0.298,22.6,751998.0,0.76,SC,Hindu,Female,23.0,411045,0.7544,1
APP-03201,750636.0,727.0,0.229,6.6,831586.0,0.539,General,Hindu,Female,35.0,380001,0.8606,1
APP-03164,1402571.0,783.0,0.238,3.5,2010824.0,0.517,ST,Christian,Female,25.0,400050,0.7806,1
APP-03495,2055268.0,725.0,0.377,11.1,761912.0,0.538,General,Hindu,Male,23.0,560103,0.9759,1
APP-02842,1729846.0,785.0,0.513,3.3,2300277.0,0.802,ST,Hindu,Male,23.0,411045,0.8203,0
APP-00287,1140947.0,597.0,0.638,7.2,777341.0,0.6,OBC,Hindu,Male,51.0,110001,0.2844,1
APP-01871,1546458.0,802.0,0.346,11.7,2896595.0,0.777,SC,Muslim,Female,24.0,700091,0.7026,1
APP-03785,2490390.0,816.0,0.637,3.4,891364.0,0.594,SC,Hindu,Male,32.0,110005,0.6887,1
APP-02406,438784.0,698.0,0.377,10.2,491233.0,0.846,ST,Muslim,Female,49.0,302001,0.4083,1
APP-01703,1073270.0,606.0,0.354,5.2,608757.0,0.595,SC,Hindu,Female,40.0,110001,0.3689,1
APP-02120,1471482.0,738.0,0.417,4.4,1936236.0,0.457,SC,Hindu,Male,47.0,411045,0.8163,1
APP-04439,497166.0,763.0,0.577,4.1,692666.0,0.542,SC,Hindu,Male,45.0,560103,0.6736,0
APP-01589,611098.0,682.0,0.46,12.4,257073.0,0.758,OBC,Hindu,Female,25.0,380015,0.575,0
APP-03834,678829.0,750.0,0.528,4.2,947275.0,0.408,ST,Hindu,Male,41.0,302001,0.7461,1
APP-00737,1475333.0,709.0,0.316,5.6,1579587.0,0.855,OBC,Hindu,Male,32.0,380001,0.91,1
APP-01718,767810.0,675.0,0.583,14.7,636627.0,0.52,ST,Hindu,Female,29.0,110004,0.4504,0
APP-00337,714930.0,767.0,0.513,12.5,514172.0,0.437,OBC,Hindu,Male,50.0,110005,0.7678,1
APP-02933,1802352.0,698.0,0.479,0.8,1261255.0,0.606,OBC,Hindu,Male,30.0,380001,0.8954,1
APP-04837,400000.0,755.0,0.598,10.9,768217.0,0.553,General,Hindu,Female,37.0,110001,0.5652,1
APP-02631,1046110.0,704.0,0.496,10.8,1206004.0,0.502,SC,Hindu,Female,33.0,110002,0.5691,1
APP-04396,1133317.0,740.0,0.403,8.9,1683890.0,0.797,General,Hindu,Female,36.0,700091,0.8557,0
APP-01072,572749.0,680.0,0.261,4.1,820943.0,0.742,General,Hindu,Male,42.0,110001,0.5446,1
APP-04731,924935.0,584.0,0.247,3.8,1031384.0,0.797,General,Hindu,Female,32.0,600001,0.3676,1
APP-04357,1524962.0,716.0,0.332,21.9,1270740.0,0.839,OBC,Hindu,Female,41.0,110004,0.7304,1
APP-02283,1737540.0,795.0,0.494,7.4,590443.0,0.707,SC,Hindu,Female,24.0,400001,0.7749,1
APP-02527,965599.0,572.0,0.333,2.1,1107547.0,0.43,OBC,Hindu,Female,40.0,110004,0.3314,0
APP-04105,838752.0,680.0,0.243,6.3,1131676.0,0.691,General,Hindu,Female,40.0,700001,0.7592,0
APP-03912,3000000.0,764.0,0.344,10.8,1703438.0,0.831,OBC,Hindu,Female,27.0,560103,0.9203,1
APP-03354,668406.0,832.0,0.334,5.4,1026623.0,0.777,ST,Hindu,Female,40.0,110001,0.6284,0
APP-01489,1178431.0,900.0,0.591,1.0,1106177.0,0.526,OBC,Hindu,Female,26.0,110003,0.7575,1
APP-00499,400000.0,777.0,0.231,7.1,340762.0,0.778,OBC,Hindu,Male,28.0,400050,0.8883,1
APP-04336,652142.0,724.0,0.269,11.9,1201501.0,0.799,ST,Hindu,Female,23.0,411001,0.6847,0
APP-01894,400000.0,700.0,0.269,15.8,402501.0,0.744,General,Muslim,Male,31.0,110004,0.532,0
APP-04568,1093568.0,586.0,0.441,3.4,1656834.0,0.763,SC,Christian,Female,49.0,560103,0.26,0
APP-02331,636955.0,646.0,0.5,16.1,1080852.0,0.857,General,Sikh,Female,39.0,110003,0.3294,1
APP-03159,482636.0,744.0,0.53,13.5,707030.0,0.642,General,Hindu,Female,53.0,600042,0.7298,0
APP-03193,1044070.0,686.0,0.312,10.3,1252685.0,0.836,OBC,Hindu,Female,32.0,400001,0.7748,1
APP-02122,1022355.0,610.0,0.365,6.9,1748045.0,0.825,SC,Hindu,Male,34.0,411001,0.4032,1
APP-04168,599217.0,639.0,0.268,1.1,1155681.0,0.798,OBC,Hindu,Male,34.0,700001,0.439,0
APP-02270,796331.0,672.0,0.236,12.5,1502558.0,0.887,ST,Hindu,Male,43.0,500081,0.6509,1
APP-02277,527797.0,836.0,0.53,6.7,307758.0,0.575,OBC,Hindu,Female,45.0,600042,0.8843,1
APP-01023,1227420.0,775.0,0.599,14.2,605925.0,0.82,OBC,Hindu,Male,26.0,700001,0.9399,1
APP-03581,1380586.0,786.0,0.594,8.0,1180075.0,0.686,General,Hindu,Female,39.0,600042,0.8913,1
APP-04877,1597571.0,586.0,0.209,2.3,1113359.0,0.438,SC,Sikh,Male,34.0,700001,0.6439,0
APP-01967,1126589.0,857.0,0.21,9.1,1202188.0,0.402,SC,Hindu,Female,30.0,500001,0.7884,0
APP-04648,682121.0,724.0,0.387,10.6,1339863.0,0.806,OBC,Hindu,Male,30.0,600042,0.8164,1
APP-03821,1615110.0,768.0,0.558,4.1,2715713.0,0.702,SC,Sikh,Female,33.0,600001,0.752,0
APP-00666,426209.0,561.0,0.422,6.1,372782.0,0.802,General,Hindu,Non-binary,22.0,600042,0.0768,0
APP-03919,1117046.0,702.0,0.423,4.5,1702167.0,0.587,OBC,Muslim,Male,41.0,500001,0.7792,1
APP-02628,2081526.0,623.0,0.325,6.6,2845831.0,0.416,OBC,Hindu,Male,29.0,600042,0.8864,1
APP-01882,2036135.0,613.0,0.648,8.8,2832494.0,0.843,OBC,Sikh,Male,52.0,600001,0.531,1
APP-02158,667159.0,668.0,0.426,9.8,658250.0,0.738,OBC,Hindu,Female,46.0,400001,0.5563,1
APP-01018,872035.0,831.0,0.548,6.4,1615656.0,0.485,OBC,Hindu,Male,34.0,110001,0.8005,1
APP-00558,596825.0,544.0,0.319,5.4,1180810.0,0.681,OBC,Hindu,Male,21.0,110002,0.119,1
APP-02390,977754.0,759.0,0.538,12.4,590682.0,0.805,SC,Hindu,Male,26.0,500081,0.77,1
APP-01208,644194.0,715.0,0.458,4.8,1052966.0,0.493,OBC,Sikh,Male,41.0,600042,0.7934,1
APP-02681,1852307.0,651.0,0.363,2.3,3184783.0,0.401,General,Muslim,Female,21.0,411001,0.7478,1
APP-04146,400000.0,741.0,0.392,9.5,656255.0,0.837,General,Hindu,Female,31.0,411045,0.6588,1
APP-02843,1336692.0,722.0,0.619,4.1,745816.0,0.846,OBC,Hindu,Male,22.0,411001,0.8007,1
APP-01511,1034540.0,786.0,0.253,2.7,1931189.0,0.795,SC,Hindu,Female,50.0,600001,0.7646,1
APP-02269,400000.0,778.0,0.256,3.2,565444.0,0.434,OBC,Muslim,Male,37.0,110005,0.6807,0
